submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation,avg_age,spend,spend_on_equipment
EPbVlL,<18 years old,2,At home,Pour over,Mokkapot,"Local cafe, Specialty coffee shop","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Regular drip coffee,Flat white,No - just black,Occasionally I will add collagen powder if I made instant coffee,Whole milk,Honey,Fruity,Somewhat strong,Light,Full caffeine,7.0,3.0,3.0,4.0,a,3.0,3.0,5.0,"Hazelnut, bold",4.0,3.0,3.0,Dark roast,5.0,2.0,3.0,"Fruity, light",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,It tastes good,I don't,Yes,Yes,$4-$6,9.0,No,$500-$1000,Yes,Male,Transgender Female,Master's degree,Other (please specify),Mix,Employed full-time,2,No affiliation,18.0,30.0,750.0
ylqbBg,45-54 years old,2,"At home, At the office, At a cafe, On the go","Pour over, French press, Espresso",Mokkapot,"Local cafe, Specialty coffee shop","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Regular drip coffee,Flat white,No - just black,Occasionally I will add collagen powder if I made instant coffee,Whole milk,Honey,Floral,Medium,Light,Full caffeine,8.0,3.0,3.0,4.0,a,3.0,3.0,5.0,"Hazelnut, bold",4.0,3.0,3.0,Dark roast,5.0,2.0,3.0,"Fruity, light",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,It tastes good,I don't,Yes,Yes,$4-$6,9.0,No,$500-$1000,Yes,Male,Transgender Female,Master's degree,Other (please specify),Mix,Employed full-time,2,No affiliation,49.5,30.0,750.0
vNx6A4,18-24 years old,3,"At the office, At home, At a cafe","Pour over, Cold brew, Other",Mokkapot,"Local cafe, Specialty coffee shop","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Regular drip coffee,Flat white,No - just black,Occasionally I will add collagen powder if I made instant coffee,Whole milk,Honey,Fruity,Somewhat strong,Light,Full caffeine,8.0,3.0,3.0,3.0,a,3.0,3.0,3.0,"Hazelnut, bold",4.0,3.0,4.0,Dark roast,4.0,3.0,4.0,"Fruity, light",Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",I don't,Yes,Yes,$2-$4,20.0,Yes,$50-$100,Yes,Male,Transgender Female,Master's degree,Asian/Pacific Islander,mixed,Unemployed,3,Independent,21.0,50.0,75.0
KMB2og,18-24 years old,3,"At the office, At home, At a cafe","Pour over, Cold brew, Other",Mokkapot,"Local cafe, Specialty coffee shop","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Regular drip coffee,Flat white,No - just black,Occasionally I will add collagen powder if I made instant coffee,Whole milk,Honey,Fruity,Somewhat strong,Light,Full caffeine,8.0,3.0,3.0,3.0,a,3.0,3.0,3.0,"Hazelnut, bold",4.0,3.0,4.0,Dark roast,4.0,3.0,4.0,"Fruity, light",Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",I don't,Yes,Yes,$2-$4,20.0,Yes,$50-$100,Yes,Male,Transgender Female,Master's degree,Asian/Pacific Islander,mixed,Unemployed,3,Independent,21.0,50.0,75.0
qbEQPO,18-24 years old,3,"At the office, At home, At a cafe","Pour over, Cold brew, Other",Mokkapot,"Local cafe, Specialty coffee shop","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Pourover,Flat white,No - just black,Occasionally I will add collagen powder if I made instant coffee,Whole milk,Honey,Fruity,Somewhat strong,Light,Full caffeine,8.0,3.0,3.0,3.0,a,3.0,3.0,3.0,"Hazelnut, bold",4.0,3.0,4.0,Dark roast,4.0,3.0,4.0,"Fruity, light",Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",I don't,Yes,Yes,$2-$4,20.0,Yes,$50-$100,Yes,Male,Transgender Female,Master's degree,Asian/Pacific Islander,mixed,Unemployed,3,Independent,21.0,50.0,75.0
9dJ0O5,25-34 years old,2,"At home, At the office, At a cafe","French press, Pod/capsule machine (e.g. Keurig/Nespresso), Other",Moka pot,"Local cafe, Specialty coffee shop","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Cortado,Flat white,"No - just black, Milk, dairy alternative, or coffee creamer",Occasionally I will add collagen powder if I made instant coffee,Whole milk,Honey,Fruity,Somewhat strong,Light,Full caffeine,5.0,3.0,3.0,3.0,a,3.0,3.0,3.0,"Hazelnut, bold",4.0,3.0,4.0,Dark roast,4.0,3.0,4.0,"Fruity, light",Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",I don't,Yes,Yes,$2-$4,20.0,Yes,$50-$100,Yes,Male,Transgender Female,Master's degree,Asian/Pacific Islander,mixed,Unemployed,3,Independent,29.5,50.0,75.0
BGboZR,18-24 years old,3,"At home, At a cafe, On the go","Pour over, French press, Espresso, Other, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)","Aeropress, moka pot.","Local cafe, Specialty coffee shop","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Espresso,Flat white,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Occasionally I will add collagen powder if I made instant coffee,Whole milk,Honey,Full Bodied,Medium,Light,Full caffeine,2.0,3.0,3.0,3.0,a,3.0,3.0,3.0,"Hazelnut, bold",4.0,3.0,4.0,Dark roast,4.0,3.0,4.0,"Fruity, light",Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",I don't,Yes,Yes,$2-$4,20.0,Yes,$50-$100,Yes,Male,Transgender Female,Master's degree,Asian/Pacific Islander,mixed,Unemployed,3,Independent,21.0,50.0,75.0
oAVNdO,>65 years old,1,At home,Pod/capsule machine (e.g. Keurig/Nespresso),Aeropress,"National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Regular drip coffee,Flat white,No - just black,Occasionally I will add collagen powder if I made instant coffee,"Skim milk, Oat milk","Granulated Sugar, Brown Sugar",Full Bodied,Somewhat strong,Dark,Full caffeine,2.0,3.0,3.0,3.0,a,3.0,3.0,3.0,"Hazelnut, bold",4.0,3.0,4.0,Dark roast,4.0,3.0,4.0,"Fruity, light",Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",I don't,Yes,Yes,$2-$4,20.0,Yes,$50-$100,Yes,Male,Transgender Female,Master's degree,Asian/Pacific Islander,mixed,Unemployed,3,Independent,65.0,50.0,75.0
YZzBdN,25-34 years old,2,"At home, At the office","Pour over, Espresso",Aeropress,"National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Pourover,Flat white,No - just black,Occasionally I will add collagen powder if I made instant coffee,"Skim milk, Oat milk","Granulated Sugar, Brown Sugar",Floral,Medium,Light,Full caffeine,10.0,1.0,4.0,4.0,a,1.0,4.0,4.0,"Hazelnut, bold",1.0,4.0,4.0,Dark roast,2.0,4.0,4.0,"Fruity, light",Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",I don't,Yes,Yes,$2-$4,20.0,Yes,$50-$100,Yes,Male,Transgender Female,Master's degree,Asian/Pacific Islander,mixed,Unemployed,3,Independent,29.5,50.0,75.0
VZ17Z6,35-44 years old,1,"At the office, At home",Pour over,Aeropress,"National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Iced coffee,Flat white,No - just black,Occasionally I will add collagen powder if I made instant coffee,"Skim milk, Oat milk","Granulated Sugar, Brown Sugar",Fruity,Very strong,Light,Full caffeine,6.0,1.0,4.0,3.0,a,3.0,2.0,4.0,"Hazelnut, bold",3.0,4.0,1.0,Dark roast,1.0,4.0,5.0,"Fruity, light",Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,I don't,Yes,Yes,$10-$15,20.0,Yes,$100-$300,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,mixed,Employed full-time,3,No affiliation,39.5,30.0,200.0
RzBeZj,45-54 years old, 4,At home,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)",Aeropress,"National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Pourover,Flat white,No - just black,Occasionally I will add collagen powder if I made instant coffee,"Skim milk, Oat milk","Granulated Sugar, Brown Sugar",Full Bodied,Somewhat strong,Dark,Full caffeine,7.0,2.0,3.0,4.0,a,3.0,2.0,2.0,"Hazelnut, bold",2.0,2.0,2.0,Dark roast,3.0,3.0,2.0,"Fruity, light",Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",I don't,Yes,Yes,$10-$15,17.5,Yes,$300-$500,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,mixed,Employed full-time,3,No affiliation,49.5,50.0,400.0
0Ej0GZ,35-44 years old,1,"At the office, At a cafe, At home","Pour over, Espresso, Other",Aeropress,"National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Cappuccino,Flat white,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, No - just black",Occasionally I will add collagen powder if I made instant coffee,"Skim milk, Oat milk","Granulated Sugar, Brown Sugar",Nutty,Medium,Medium,Full caffeine,8.0,3.0,3.0,2.0,a,2.0,3.0,4.0,"Hazelnut, bold",2.0,3.0,4.0,Dark roast,1.0,2.0,3.0,"Fruity, light",Coffee A,Coffee A,Coffee A,I do a mix of both,$60-$80,"I need the ritual, It tastes good",I don't,Yes,Yes,$6-$8,5.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Less than high school,Black/African American,mixed,Unemployed,2,Independent,39.5,70.0,1000.0
eBxO4l,35-44 years old,2,"At a cafe, At home","Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",Aeropress,"National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Cappuccino,Flat white,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, No - just black",Occasionally I will add collagen powder if I made instant coffee,Whole milk,Brown Sugar,Floral,Somewhat strong,Blonde,Full caffeine,4.0,3.0,4.0,5.0,a,2.0,3.0,4.0,"Hazelnut, bold",2.0,3.0,4.0,Dark roast,1.0,2.0,3.0,"Fruity, light",Coffee A,Coffee A,Coffee A,I do a mix of both,$60-$80,"I need the ritual, It tastes good",I don't,Yes,Yes,$6-$8,5.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Less than high school,Black/African American,mixed,Unemployed,2,Independent,39.5,70.0,1000.0
WApbkQ,35-44 years old,2,"At a cafe, At home","Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",Aeropress,"National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Cappuccino,Flat white,"Milk, dairy alternative, or coffee creamer",Occasionally I will add collagen powder if I made instant coffee,Whole milk,Brown Sugar,Floral,Somewhat strong,Blonde,Full caffeine,4.0,3.0,4.0,5.0,a,2.0,3.0,4.0,"Hazelnut, bold",2.0,3.0,4.0,Dark roast,1.0,2.0,3.0,"Fruity, light",Coffee A,Coffee A,Coffee A,I do a mix of both,$60-$80,"I need the ritual, It tastes good",I don't,Yes,Yes,$6-$8,5.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Less than high school,Black/African American,mixed,Unemployed,2,Independent,39.5,70.0,1000.0
0Ej0WA,45-54 years old,2,At home,"Coffee extract (e.g. Cometeer), Pour over",Aeropress,"National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Pourover,Flat white,No - just black,Occasionally I will add collagen powder if I made instant coffee,Half and half,Brown Sugar,Fruity,Somewhat light,Light,Full caffeine,8.0,4.0,3.0,3.0,a,2.0,2.0,4.0,"Hazelnut, bold",3.0,2.0,3.0,Dark roast,3.0,4.0,5.0,"Fruity, light",Coffee B,Coffee D,Coffee D,I primarily work from home,>$100,"It tastes good, I need the caffeine",I don't,Yes,Yes,$6-$8,9.0,No,$100-$300,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,mixed,Employed full-time,More than 3,Republican,49.5,100.0,200.0
9dJYlQ,35-44 years old,2,"At home, At the office",Other,Aeropress,"National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Latte,Flat white,"Milk, dairy alternative, or coffee creamer",Occasionally I will add collagen powder if I made instant coffee,Half and half,Brown Sugar,Nutty,Somewhat strong,Medium,Full caffeine,2.0,1.0,5.0,2.0,a,2.0,3.0,3.0,"Hazelnut, bold",2.0,3.0,4.0,Dark roast,2.0,2.0,5.0,"Fruity, light",Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",I don't,Yes,No,$4-$6,7.0,Yes,$50-$100,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,mixed,Employed full-time,1,Democrat,39.5,30.0,75.0
BGbJzQ,35-44 years old,1,"At home, At the office, On the go","Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",Aeropress,"National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Latte,Flat white,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",Occasionally I will add collagen powder if I made instant coffee,"Whole milk, Half and half",Brown Sugar,Chocolatey,Medium,Light,Full caffeine,7.0,4.0,4.0,1.0,a,3.0,3.0,3.0,"Hazelnut, bold",4.0,4.0,2.0,Dark roast,3.0,3.0,2.0,"Fruity, light",Coffee B,Coffee D,Coffee B,I primarily work in person,<$20,"It tastes good, I need the caffeine",I don't,Yes,No,$8-$10,9.0,No,$20-$50,Yes,Male,Transgender Female,Some college or associate's degree,White/Caucasian,mixed,Employed full-time,1,Democrat,39.5,20.0,35.0
OABqpR,25-34 years old,1,At home,French press,Aeropress,Deli or supermarket,"I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Cappuccino,Flat white,"Milk, dairy alternative, or coffee creamer",Occasionally I will add collagen powder if I made instant coffee,Almond milk,Granulated Sugar,Chocolatey,Medium,Medium,Half caff,7.0,4.0,4.0,1.0,a,3.0,3.0,3.0,"Hazelnut, bold",4.0,4.0,2.0,Dark roast,3.0,3.0,2.0,"Fruity, light",Coffee B,Coffee D,Coffee B,I primarily work in person,<$20,"It tastes good, I need the caffeine",I don't,Yes,No,$8-$10,9.0,No,$20-$50,Yes,Male,Transgender Female,Some college or associate's degree,White/Caucasian,mixed,Employed full-time,1,Democrat,29.5,20.0,35.0
bl41Zg,45-54 years old, 1,At a cafe,Other,Aeropress,Deli or supermarket,"I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Iced coffee,Flat white,Sugar or sweetener,Occasionally I will add collagen powder if I made instant coffee,"Oat milk, Soy milk",Granulated Sugar,Sweet,Somewhat strong,Medium,Half caff,2.0,2.0,4.0,4.0,a,2.0,3.0,2.0,"Hazelnut, bold",4.0,2.0,5.0,Dark roast,4.0,2.0,4.0,"Fruity, light",Coffee C,Coffee A,Coffee D,I primarily work in person,<$20,"It tastes good, I need the caffeine",I don't,Yes,No,$8-$10,9.0,No,$20-$50,Yes,Male,Transgender Female,Some college or associate's degree,White/Caucasian,mixed,Employed full-time,1,Democrat,49.5,20.0,35.0
GrBVrk,25-34 years old,1,On the go,Other,Aeropress,Deli or supermarket,"I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Cold brew,Flat white,No - just black,Occasionally I will add collagen powder if I made instant coffee,"Oat milk, Soy milk",Granulated Sugar,Chocolatey,Somewhat strong,Medium,Full caffeine,1.0,2.0,2.0,3.0,a,2.0,2.0,3.0,"Hazelnut, bold",3.0,4.0,3.0,Dark roast,4.0,3.0,2.0,"Fruity, light",Coffee B,Coffee A,Coffee C,I primarily work from home,$20-$40,"I need the ritual, It tastes good",I don't,Yes,Yes,$8-$10,5.0,Yes,$100-$300,Yes,Female,Transgender Female,Bachelor's degree,White/Caucasian,mixed,Employed full-time,1,No affiliation,29.5,30.0,200.0
WApbYk,35-44 years old,1,"At the office, At home",Other,Aeropress,Local cafe,"I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Americano,Flat white,"Milk, dairy alternative, or coffee creamer",Occasionally I will add collagen powder if I made instant coffee,"Oat milk, Soy milk",Granulated Sugar,Nutty,Medium,Light,Full caffeine,7.0,4.0,3.0,3.0,"Bitter, soft",2.0,3.0,2.0,"Hazelnut, bold",2.0,4.0,1.0,Dark roast,2.0,2.0,5.0,"Fruity, light",Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"I need the ritual, It tastes good",I don't,Yes,Yes,$8-$10,5.0,Yes,$100-$300,Yes,Female,Transgender Female,Bachelor's degree,White/Caucasian,mixed,Employed full-time,1,No affiliation,39.5,30.0,200.0
eBxG20,35-44 years old,3,"At home, At the office","Espresso, Pour over, French press, Cold brew",Areopress,Local cafe,"I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Espresso,Flat white,No - just black,Occasionally I will add collagen powder if I made instant coffee,"Oat milk, Soy milk",Granulated Sugar,Nutty,Somewhat strong,Medium,Half caff,8.0,1.0,1.0,1.0,This is just an audit to test if outliers are filtered away,2.0,2.0,2.0,I personally did not have a tasting kit,3.0,3.0,3.0,But the form does not ask me for a kit identifier,4.0,4.0,4.0,A small mistake to fix next time ;),Coffee A,Coffee D,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",I don't,Yes,Yes,$8-$10,9.0,No,"More than $1,000",No,Male,Transgender Female,Doctorate or professional degree,White/Caucasian,mixed,Employed full-time,2,Independent,39.5,30.0,1000.0
24x9NA,25-34 years old,2,At home,"Pour over, Instant coffee, Cold brew",Areopress,Local cafe,"I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Pourover,Flat white,"No - just black, Other",Occasionally I will add collagen powder if I made instant coffee,"Oat milk, Soy milk",Granulated Sugar,Chocolatey,Somewhat strong,Dark,Full caffeine,7.0,2.0,4.0,3.0,This is just an audit to test if outliers are filtered away,4.0,3.0,5.0,"Peanut, malt, notable bitterness. A bit thick in texture.",3.0,3.0,4.0,"Vegetal initial aroma, some astringency. Least favorite.",2.0,5.0,2.0,Unripe fruit.,Coffee B,Coffee A,Coffee B,I primarily work from home,$60-$80,"It tastes good, I need the ritual",I don't,Yes,No,$4-$6,7.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,mixed,Employed full-time,1,Democrat,29.5,70.0,1000.0
NAB2qB,25-34 years old,2,At home,Espresso,Areopress,Local cafe,"I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Cortado,Flat white,No - just black,Coconut,"Oat milk, Soy milk",Granulated Sugar,Chocolatey,Somewhat strong,Dark,Full caffeine,7.0,2.0,4.0,3.0,This is just an audit to test if outliers are filtered away,4.0,3.0,5.0,"Peanut, malt, notable bitterness. A bit thick in texture.",3.0,3.0,4.0,"Vegetal initial aroma, some astringency. Least favorite.",2.0,5.0,2.0,Unripe fruit.,Coffee B,Coffee A,Coffee B,I primarily work from home,$60-$80,"It tastes good, I need the ritual",I don't,Yes,No,$4-$6,7.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,mixed,Employed full-time,1,Democrat,29.5,70.0,1000.0
RzBqoJ,35-44 years old,2,At home,"Espresso, Cold brew, Pour over",Areopress,Local cafe,"I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Cold brew,Flat white,No - just black,Coconut,"Oat milk, Soy milk",Granulated Sugar,Nutty,Medium,Light,Full caffeine,7.0,1.0,2.0,4.0,This is just an audit to test if outliers are filtered away,4.0,2.0,2.0,"Peanut, malt, notable bitterness. A bit thick in texture.",2.0,3.0,3.0,"Vegetal initial aroma, some astringency. Least favorite.",3.0,4.0,5.0,Unripe fruit.,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"I need the ritual, It tastes good, I need the caffeine",I don't,Yes,Yes,$10-$15,20.0,Yes,$500-$1000,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,mixed,Employed full-time,2,Democrat,39.5,50.0,750.0
